title,type,year,number,status,document_category,document_main_type,uri,document_uri,enactment_date,made_date,coming_into_force_date,dc_modified,dc_valid,extent,section_count,paragraph_count,part_count,chapter_count,schedule_count,unapplied_effects_count,applied_effects_count,pdf_url,format_count,source_url,extracted_at
Media Act 2024,ukpga,2024,15,revised,primary,UnitedKingdomPublicGeneralAct,http://www.legislation.gov.uk/id/ukpga/2024/15,http://www.legislation.gov.uk/ukpga/2024/15,2024-05-24,,,2026-01-16,2026-01-01,,56,190,11,2,12,4,0,http://www.legislation.gov.uk/ukpga/2024/15/pdfs/ukpga_20240015_en.pdf,10,https://www.legislation.gov.uk/ukpga/2024/15/data.xml,
